student_index,risk_score,actual_label,rank,feature,shap_value,feature_val,direction
864,0.9273,1,2,Approval_Rate_Sem1,0.3916,0.6667,risk
864,0.9273,1,3,Mother's qualification,0.3464,15.0,risk
865,0.0162,0,1,Admission grade,0.239,130.0,risk
865,0.0162,0,2,Mother's occupation,0.1585,27.0,risk
865,0.0162,0,3,Displaced,0.1413,1.0,risk
866,0.1064,0,1,Admission grade,0.4158,136.1,risk
866,0.1064,0,2,Unemployment rate,0.2227,13.9,risk
866,0.1064,0,3,Scholarship holder,0.199,0.0,risk
867,0.0215,0,1,Father's occupation,0.1863,2.0,risk
867,0.0215,0,2,Previous qualification (grade),0.1826,160.0,risk
867,0.0215,0,3,Curricular units 1st sem (evaluations),0.1106,7.0,risk
868,0.0431,0,1,Approval_Rate_Trend,0.471,-0.125,risk
868,0.0431,0,2,Father's occupation,0.4503,1.0,risk
868,0.0431,0,3,Unemployment rate,0.2605,15.5,risk
869,0.041,0,1,Tuition fees up to date,1.819,0.0,risk
869,0.041,0,2,Previous qualification (grade),0.1686,158.0,risk
869,0.041,0,3,Curricular units 2nd sem (credited),0.1269,4.0,risk
870,0.9347,0,1,Tuition fees up to date,2.6423,0.0,risk
870,0.9347,0,2,Course,0.3718,13.0,risk
870,0.9347,0,3,Financial_Risk_Score,0.2941,2.0,risk
871,0.0085,0,1,Course,0.2808,12.0,risk
871,0.0085,0,2,GDP,0.2574,-1.7,risk
871,0.0085,0,3,Age at enrollment,0.2025,24.0,risk
872,0.436,1,1,Age at enrollment,0.6398,29.0,risk
872,0.436,1,2,Approval_Rate_Sem1,0.4258,0.75,risk
872,0.436,1,3,Previous qualification,0.3521,7.0,risk
873,0.9211,0,1,Approval_Rate_Sem2,0.9804,0.4,risk
873,0.9211,0,2,Course,0.5269,13.0,risk
873,0.9211,0,3,Approval_Rate_Sem1,0.4342,0.6,risk
874,0.9794,1,1,Approval_Rate_Sem2,1.3257,0.0,risk
874,0.9794,1,2,Total_Units_Failed,0.8326,8.0,risk
874,0.9794,1,3,Curricular units 2nd sem (approved),0.4444,0.0,risk
875,0.0236,0,1,Scholarship holder,0.1218,0.0,risk
875,0.0236,0,2,Unemployment rate,0.1211,10.8,risk
875,0.0236,0,3,Displaced,0.1121,1.0,risk
876,0.0051,0,1,Curricular units 1st sem (evaluations),0.149,8.0,risk
876,0.0051,0,2,Application mode,0.1154,4.0,risk
876,0.0051,0,3,Inflation rate,0.1065,0.3,risk
877,0.0065,0,1,Admission grade,0.1733,129.8,risk
877,0.0065,0,2,Mother's qualification,0.1511,17.0,risk
877,0.0065,0,3,Scholarship holder,0.1376,0.0,risk
878,0.0148,0,1,Curricular units 1st sem (without evaluations),0.3932,1.0,risk
878,0.0148,0,2,Financial_Risk_Score,0.2844,1.0,risk
878,0.0148,0,3,Admission grade,0.2181,130.8,risk
879,0.0219,0,1,Total_Units_Failed,0.569,6.0,risk
879,0.0219,0,2,Age at enrollment,0.4371,28.0,risk
879,0.0219,0,3,Curricular units 1st sem (credited),0.2806,18.0,risk
880,0.9852,1,1,Approval_Rate_Sem2,1.259,0.0,risk
880,0.9852,1,2,Total_Units_Failed,1.0361,12.0,risk
880,0.9852,1,3,Curricular units 2nd sem (evaluations),0.9065,0.0,risk
881,0.227,0,1,Financial_Risk_Score,0.3179,1.0,risk
881,0.227,0,2,Approval_Rate_Sem1,0.2901,0.6,risk
881,0.227,0,3,Application mode,0.2362,2.0,risk
882,0.275,0,1,Approval_Rate_Sem2,1.1243,0.4,risk
882,0.275,0,2,Total_Units_Failed,0.7294,6.0,risk
882,0.275,0,3,Approval_Rate_Sem1,0.2957,0.4,risk
883,0.0169,0,1,Inflation rate,0.3182,0.6,risk
883,0.0169,0,2,Admission grade,0.2873,128.2,risk
883,0.0169,0,3,Unemployment rate,0.2127,11.1,risk
884,0.0039,0,1,Inflation rate,0.1326,0.6,risk
884,0.0039,0,2,Unemployment rate,0.1251,11.1,risk
884,0.0039,0,3,Curricular units 1st sem (grade),0.0792,15.3333,risk
